1441537211988,15/09/06 10:57:00 224 008.9MPH  0011K 459.2F 035.9F 100% 31.083"  000.00" lightning 0 temp3 -427.0F 28007
1441537269145,15/09/06 10:57:56 208 010.5MPH  0012K 459.2F 036.0F 100% 31.084"  000.00" lightning 0 temp3 -427.0F 28007
1441537329144,15/09/06 10:58:52 236 010.1MPH  0012K 459.2F 036.0F 100% 31.083"  000.00" lightning 0 temp3 -427.0F 28007
1441537389143,15/09/06 10:59:48 228 009.2MPH  0012K 459.2F 036.0F 100% 31.083"  000.00" lightning 0 temp3 -427.0F 28007
1441537449141,15/09/06 11:00:44 230 010.5MPH  0012K 459.2F 036.0F 100% 31.083"  000.00" lightning 0 temp3 -427.0F 28007
1441537509144,15/09/06 11:01:39 218 009.6MPH  0012K 459.2F 036.0F 100% 31.083"  000.00" lightning 0 temp3 -427.0F 28007
1441537569144,15/09/06 11:02:35 241 009.2MPH  0012K 459.2F 035.9F 100% 31.081"  000.00" lightning 0 temp3 -427.0F 28007
1441537629144,15/09/06 11:03:32 210 009.8MPH  0013K 459.2F 035.9F 100% 31.081"  000.00" lightning 0 temp3 -427.0F 28007
1441537659199,15/09/06 11:04:28 234 011.0MPH  0014K 459.2F 035.9F 100% 31.079"  000.00" lightning 0 temp3 -427.0F 28007
1441537719144,15/09/06 11:05:23 205 014.0MPH  0015K 459.2F 035.9F 100% 31.078"  000.00" lightning 0 temp3 -427.0F 28007
1441537779144,15/09/06 11:06:19 222 010.1MPH  0015K 459.2F 035.9F 100% 31.079"  000.00" lightning 0 temp3 -427.0F 28007
1441537839148,15/09/06 11:07:15 224 011.0MPH  0014K 459.2F 035.9F 100% 31.078"  000.00" lightning 0 temp3 -427.0F 28007
1441537899144,15/09/06 11:08:11 216 014.0MPH  0015K 459.2F 035.9F 100% 31.078"  000.00" lightning 0 temp3 -427.0F 28007
1441537959143,15/09/06 11:09:07 228 011.2MPH  0015K 459.2F 035.9F 100% 31.077"  000.00" lightning 0 temp3 -427.0F 28007
1441538019144,15/09/06 11:10:03 219 011.0MPH  0016K 459.2F 035.9F 100% 31.077"  000.00" lightning 0 temp3 -427.0F 28007
1441538050722,15/09/06 11:10:59 231 011.9MPH  0016K 459.2F 035.9F 100% 31.075"  000.00" lightning 0 temp3 -427.0F 28007
1441538109144,15/09/06 11:11:55 223 010.8MPH  0017K 459.2F 035.9F 100% 31.075"  000.00" lightning 0 temp3 -427.0F 28007
1441538169144,15/09/06 11:12:51 218 011.2MPH  0017K 459.2F 035.9F 100% 31.075"  000.00" lightning 0 temp3 -427.0F 28007
1441538229143,15/09/06 11:13:46 236 011.0MPH  0017K 459.2F 035.9F 100% 31.075"  000.00" lightning 0 temp3 -427.0F 28007
1441538289143,15/09/06 11:14:42 211 012.6MPH  0017K 459.2F 035.9F 100% 31.073"  000.00" lightning 0 temp3 -427.0F 28007
1441538349142,15/09/06 11:15:38 217 012.1MPH  0018K 459.2F 035.9F 100% 31.071"  000.00" lightning 0 temp3 -427.0F 28007
1441538409142,15/09/06 11:16:35 220 013.7MPH  0018K 459.2F 035.9F 100% 31.072"  000.00" lightning 0 temp3 -427.0F 28007
1441538442114,15/09/06 11:17:30 209 014.4MPH  0018K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538499143,15/09/06 11:18:26 222 013.1MPH  0017K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538559147,15/09/06 11:19:22 221 014.0MPH  0017K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538619143,15/09/06 11:20:18 241 014.0MPH  0015K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538679143,15/09/06 11:21:14 206 013.3MPH  0015K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538739143,15/09/06 11:22:10 216 015.8MPH  0016K 459.2F 035.9F 100% 31.069"  000.00" lightning 0 temp3 -427.0F 28007
1441538799143,15/09/06 11:23:06 208 013.3MPH  0016K 459.2F 035.9F 100% 31.069"  000.00" lightning 0 temp3 -427.0F 28007
1441538859143,15/09/06 11:24:02 210 014.0MPH  0016K 459.2F 035.9F 100% 31.070"  000.00" lightning 0 temp3 -427.0F 28007
1441538889257,15/09/06 11:24:58 204 012.4MPH  0015K 459.2F 035.9F 100% 31.072"  000.00" lightning 0 temp3 -427.0F 28007
1441538949144,15/09/06 11:25:53 208 013.7MPH  0015K 459.2F 035.9F 100% 31.071"  000.00" lightning 0 temp3 -427.0F 28007
1441539009144,15/09/06 11:26:49 207 015.6MPH  0014K 459.2F 035.9F 100% 31.071"  000.00" lightning 0 temp3 -427.0F 28007
