1441584039145,15/09/06 23:57:22 229 018.1MPH  0039K 459.2F 037.1F 098% 31.042"  000.00" lightning 0 temp3 -427.0F 28007
1441584099145,15/09/06 23:58:18 234 017.2MPH  0039K 459.2F 037.1F 098% 31.040"  000.00" lightning 0 temp3 -427.0F 28007
1441584159145,15/09/06 23:59:14 234 021.5MPH  0038K 459.2F 037.2F 098% 31.037"  000.00" lightning 0 temp3 -427.0F 28007
1441584219144,15/09/07 00:00:13 220 016.3MPH  0038K 459.2F 037.2F 098% 31.036"  000.00" lightning 0 temp3 -427.0F 28007
1441584279145,15/09/07 00:01:09 208 016.3MPH  0037K 459.2F 037.1F 097% 31.035"  000.00" lightning 0 temp3 -427.0F 28007
1441584339145,15/09/07 00:02:04 212 020.6MPH  0035K 459.2F 037.1F 098% 31.033"  000.00" lightning 0 temp3 -427.0F 28007
1441584399146,15/09/07 00:03:00 237 023.6MPH  0034K 459.2F 037.1F 097% 31.031"  000.00" lightning 0 temp3 -427.0F 28007
1441584431176,15/09/07 00:03:56 224 021.8MPH  0033K 459.2F 037.1F 097% 31.030"  000.00" lightning 0 temp3 -427.0F 28007
1441584489146,15/09/07 00:04:52 215 020.6MPH  0032K 459.2F 037.1F 097% 31.029"  000.00" lightning 0 temp3 -427.0F 28007
1441584549144,15/09/07 00:05:47 230 017.9MPH  0032K 459.2F 037.1F 097% 31.027"  000.00" lightning 0 temp3 -427.0F 28007
1441584609145,15/09/07 00:06:44 233 020.4MPH  0033K 459.2F 037.1F 097% 31.024"  000.00" lightning 0 temp3 -427.0F 28007
1441584669144,15/09/07 00:07:40 235 017.9MPH  0032K 459.2F 037.1F 097% 31.025"  000.00" lightning 0 temp3 -427.0F 28007
1441584729144,15/09/07 00:08:36 238 017.2MPH  0031K 459.2F 037.2F 097% 31.023"  000.00" lightning 0 temp3 -427.0F 28007
1441584789146,15/09/07 00:09:31 240 020.6MPH  0030K 459.2F 037.1F 097% 31.022"  000.00" lightning 0 temp3 -427.0F 28007
1441584822518,15/09/07 00:10:27 224 019.0MPH  0030K 459.2F 037.1F 097% 31.019"  000.00" lightning 0 temp3 -427.0F 28007
1441584879145,15/09/07 00:11:23 237 016.9MPH  0030K 459.2F 037.1F 097% 31.017"  000.00" lightning 0 temp3 -427.0F 28007
1441584939145,15/09/07 00:12:19 242 020.6MPH  0028K 459.2F 037.1F 097% 31.015"  000.00" lightning 0 temp3 -427.0F 28007
1441584999145,15/09/07 00:13:15 225 019.7MPH  0028K 459.2F 037.1F 097% 31.015"  000.00" lightning 0 temp3 -427.0F 28007
1441585059143,15/09/07 00:14:11 237 017.2MPH  0029K 459.2F 037.1F 097% 31.012"  000.00" lightning 0 temp3 -427.0F 28007
1441585119145,15/09/07 00:15:07 229 017.9MPH  0029K 459.2F 037.1F 097% 31.012"  000.00" lightning 0 temp3 -427.0F 28007
1441585179146,15/09/07 00:16:03 235 016.9MPH  0029K 459.2F 037.1F 097% 31.011"  000.00" lightning 0 temp3 -427.0F 28007
1441585239145,15/09/07 00:16:59 238 021.5MPH  0030K 459.2F 037.0F 097% 31.008"  000.00" lightning 0 temp3 -427.0F 28007
1441585269795,15/09/07 00:17:54 242 016.5MPH  0028K 459.2F 037.0F 097% 31.008"  000.00" lightning 0 temp3 -427.0F 28007
1441585329145,15/09/07 00:18:50 234 017.9MPH  0027K 459.2F 037.0F 097% 31.008"  000.00" lightning 0 temp3 -427.0F 28007
1441585389144,15/09/07 00:19:47 230 021.1MPH  0027K 459.2F 037.0F 097% 31.006"  000.00" lightning 0 temp3 -427.0F 28007
1441585449143,15/09/07 00:20:42 228 019.7MPH  0027K 459.2F 037.1F 097% 31.004"  000.00" lightning 0 temp3 -427.0F 28007
1441585509145,15/09/07 00:21:38 251 020.4MPH  0028K 459.2F 037.1F 097% 31.004"  000.00" lightning 0 temp3 -427.0F 28007
1441585569145,15/09/07 00:22:34 231 016.3MPH  0029K 459.2F 037.2F 097% 31.007"  000.00" lightning 0 temp3 -427.0F 28007
1441585629145,15/09/07 00:23:30 234 018.8MPH  0028K 459.2F 037.1F 097% 31.002"  000.00" lightning 0 temp3 -427.0F 28007
